wikipedia-24896-25-30-33-19-21	영국 스포츠타운 자동차의 브랜드는 랜드로버와 제프입니다	랜드로버	30	33	자동차	19	21	단체:제작
wikitree-7590-2-33-35-19-21	AFCD는 대학 전문가와 세계 동물보건기관(OIE)이 코로나를 사람과 동물 사이에서 전파할 가능성이 있다고 말했다.	OIE	33	35	전문가	19	21	관계_없음
wikipedia-17539-7-23-26-0-4	세계대전은 1914년에 프랑스군에 소환되어 1월 25일에 코를 잃었다	프랑스군	23	26	1914년	0	4	관계_없음
wikipedia-28893-96-0-8-15-17	콘스탄티누스 1세의 어머니 헬레나는 크리스천이었다고 한다. 콘스탄니우스는 미르비스 다리에서 전쟁을 벌였던 전날이었다.	콘스탄티누스 1세	0	8	헬레나	15	17	인물:부모님
wikipedia-11505-15-5-7-25-27	오늘의 UBS는 유엔 은행의 스위스와 러시아 은행 집단으로 6월 1998년에 태어났습니다	UBS	5	7	스위스	25	27	관계_없음
wikipedia-22932-10-0-0-20-21	시는 자신의 계승을 허락받았고, 그들은 그의 셋째 딸인 프리시메에게 진정으로 받아들여달라고 요구했습니다.	시	0	0	셋째	20	21	관계_없음
wikitree-56747-10-0-0-7-9	크루이스 관광객을 늘리기 위해 시정과 한국여행사가 집중적으로 홍보하고 특별한 기차역을 마련할 것이다.	시	0	0	관광객	7	9	관계_없음
wikipedia-3787-293-21-25-127-129	영국과 프랑스의 최고지휘관인 에드워드 캐들링턴 장군과 헨리드리니가 그리스 대표들을 만나 알고스만으로 항해할 예정이라고 오스만 궁전이 정식으로 런던 조약을 위반했습니다	런던 조약	21	25	그리스	127	129	관계_없음
wikipedia-21766-275-56-58-13-14	알렉시오스는 로마 제국과 로마의 두 교회에 가입해 십자군 은행에 200만 마크를 지불하고 이집트에 필요한 모든 물자를 제공하도록 권고했습니다.	십자군	56	58	로마	13	14	관계_없음
wikipedia-20149-79-0-1-18-23	페텔은 알론소를 막았고, 독일에서 야노 트룰리를 보호했고, 여덟 번째는 또 한 점을 얻었다.	페텔	0	1	야노 트룰리	18	23	관계_없음
wikitree-51621-2-0-2-9-14	문희준은 새로운 H.O.T. 단독 콘서트를 준비하고 약 14킬로그램을 줄였습니다	문희준	0	2	H.O.T.	9	14	인물:소속단체
wikipedia-26135-11-81-86-58-61	특히 민소매를 입고 2002 아프리카 내션컵에서 승리를 거둔 뒤 FIFA 월드컵의 옷을 입으려 했지만 국제축구연맹에 반대하며 이번 대회에 출전해 소매 셔츠를 입었다.	국제축구연맹	81	86	FIFA	58	61	단체:별칭
wikipedia-29628-6-5-8-0-3	베이스볼 아메리카 고등학교 야구선수들은 18명을 평가하고 있고, 고등 야구 운동가들은 24명으로 평가했습니다	아메리카	5	8	베이스볼	0	3	관계_없음
